id,location_code,holiday_date,holiday_name,holiday_desc,lang_code,is_active,cr_by,cr_dtimes
2000045,RBT,10-06-2023,रविवार - सप्ताहांत,सप्ताहांत,hin,TRUE,superadmin,now()
2000046,RBT,10-12-2023,शनिवार - सप्ताहांत,सप्ताहांत,hin,TRUE,superadmin,now()
2000047,RBT,10-13-2023,रविवार - सप्ताहांत,सप्ताहांत,hin,TRUE,superadmin,now()
2000048,RBT,10-19-2023,शनिवार - सप्ताहांत,सप्ताहांत,hin,TRUE,superadmin,now()
2000049,RBT,10-20-2023,रविवार - सप्ताहांत,सप्ताहांत,hin,TRUE,superadmin,now()
2000050,RBT,10-26-2023,शनिवार - सप्ताहांत,सप्ताहांत,hin,TRUE,superadmin,now()
2000051,RBT,10-27-2023,रविवार - सप्ताहांत,सप्ताहांत,hin,TRUE,superadmin,now()
2000052,RBT,11-02-2023,शनिवार - सप्ताहांत,सप्ताहांत,hin,TRUE,superadmin,now()
2000053,RBT,11-03-2023,रविवार - सप्ताहांत,सप्ताहांत,hin,TRUE,superadmin,now()
2000054,RBT,11-09-2023,शनिवार - सप्ताहांत,सप्ताहांत,hin,TRUE,superadmin,now()
2000055,RBT,11-10-2023,रविवार - सप्ताहांत,सप्ताहांत,hin,TRUE,superadmin,now()
2000056,RBT,11-16-2023,शनिवार - सप्ताहांत,सप्ताहांत,hin,TRUE,superadmin,now()
2000057,RBT,11-17-2023,रविवार - सप्ताहांत,सप्ताहांत,hin,TRUE,superadmin,now()
2000058,RBT,11-23-2023,शनिवार - सप्ताहांत,सप्ताहांत,hin,TRUE,superadmin,now()
2000059,RBT,11-24-2023,रविवार - सप्ताहांत,सप्ताहांत,hin,TRUE,superadmin,now()
2000060,RBT,11-30-2023,शनिवार - सप्ताहांत,सप्ताहांत,hin,TRUE,superadmin,now()
2000061,RBT,12-01-2023,रविवार - सप्ताहांत,सप्ताहांत,hin,TRUE,superadmin,now()
2000062,RBT,12-07-2023,शनिवार - सप्ताहांत,सप्ताहांत,hin,TRUE,superadmin,now()
2000063,RBT,12-08-2023,रविवार - सप्ताहांत,सप्ताहांत,hin,TRUE,superadmin,now()
2000064,RBT,12-14-2023,शनिवार - सप्ताहांत,सप्ताहांत,hin,TRUE,superadmin,now()
2000065,RBT,12-15-2023,रविवार - सप्ताहांत,सप्ताहांत,hin,TRUE,superadmin,now()
2000066,RBT,12-21-2023,शनिवार - सप्ताहांत,सप्ताहांत,hin,TRUE,superadmin,now()
2000067,RBT,12-22-2023,रविवार - सप्ताहांत,सप्ताहांत,hin,TRUE,superadmin,now()
2000068,RBT,12-28-2023,शनिवार - सप्ताहांत,सप्ताहांत,hin,TRUE,superadmin,now()
2000069,RBT,12-29-2023,रविवार - सप्ताहांत,सप्ताहांत,hin,TRUE,superadmin,now()
2000001,KTA,01-01-2023,புத்தாண்டு தினம்,தேசிய விடுமுறை,tam,TRUE,superadmin,now()
2000002,KTA,01-11-2023,சுதந்திர பிரகடனம் ஆண்டு நிறைவு விழாவையும்,தேசிய விடுமுறை,tam,TRUE,superadmin,now()
2000003,KTA,05-01-2023,தொழிலாளர் தினம் / மே தின,தேசிய விடுமுறை,tam,TRUE,superadmin,now()
2000004,KTA,06-05-2023,ஈத் அல்-பித்ர்,தேசிய விடுமுறை,tam,TRUE,superadmin,now()
2000005,KTA,07-30-2023,சிம்மாசனம் விருந்து,தேசிய விடுமுறை,tam,TRUE,superadmin,now()
2000006,KTA,08-12-2023,ஈத் அல்-அதா,தேசிய விடுமுறை,tam,TRUE,superadmin,now()
2000007,KTA,08-14-2023,மீட்பு குயேத் எட்-Dahab ஆண்டு நிறைவு விழாவையும்,தேசிய விடுமுறை,tam,TRUE,superadmin,now()
2000008,KTA,08-20-2023,அரசர் மற்றும் மக்களின் புரட்சியின் ஆண்டுவிழா,தேசிய விடுமுறை,tam,TRUE,superadmin,now()
2000009,KTA,08-21-2023,இளைஞர் தினம்,தேசிய விடுமுறை,tam,TRUE,superadmin,now()
2000010,KTA,09-01-2023,ஹிஜ்ரி புத்தாண்டு,தேசிய விடுமுறை,tam,TRUE,superadmin,now()
2000011,KTA,11-06-2023,கிரீன் மார்ச் ஆண்டு நிறைவு விழாவையும்,தேசிய விடுமுறை,tam,TRUE,superadmin,now()
2000012,KTA,11-10-2023,நபிகள் நாயகம் பிறந்த நாள்,தேசிய விடுமுறை,tam,TRUE,superadmin,now()
2000013,KTA,11-18-2023,சுதந்திர தினம்,தேசிய விடுமுறை,tam,TRUE,superadmin,now()
2000001,RBT,01-01-2023,புத்தாண்டு தினம்,தேசிய விடுமுறை,tam,TRUE,superadmin,now()
2000002,RBT,01-11-2023,சுதந்திர பிரகடனம் ஆண்டு நிறைவு விழாவையும்,தேசிய விடுமுறை,tam,TRUE,superadmin,now()
2000003,RBT,05-01-2023,தொழிலாளர் தினம் / மே தின,தேசிய விடுமுறை,tam,TRUE,superadmin,now()
2000004,RBT,06-05-2023,ஈத் அல்-பித்ர்,தேசிய விடுமுறை,tam,TRUE,superadmin,now()
2000005,RBT,07-30-2023,சிம்மாசனம் விருந்து,தேசிய விடுமுறை,tam,TRUE,superadmin,now()
2000006,RBT,08-12-2023,ஈத் அல்-அதா,தேசிய விடுமுறை,tam,TRUE,superadmin,now()
2000007,RBT,08-14-2023,மீட்பு குயேத் எட்-Dahab ஆண்டு நிறைவு விழாவையும்,தேசிய விடுமுறை,tam,TRUE,superadmin,now()
2000008,RBT,08-20-2023,அரசர் மற்றும் மக்களின் புரட்சியின் ஆண்டுவிழா,தேசிய விடுமுறை,tam,TRUE,superadmin,now()
2000010,RBT,09-01-2023,ஹிஜ்ரி புத்தாண்டு,தேசிய விடுமுறை,tam,TRUE,superadmin,now()
2000012,RBT,11-10-2023,நபிகள் நாயகம் பிறந்த நாள்,தேசிய விடுமுறை,tam,TRUE,superadmin,now()
2000013,RBT,11-18-2023,சுதந்திர தினம்,தேசிய விடுமுறை,tam,TRUE,superadmin,now()
2000014,KTA,06-22-2023,சனிக்கிழமை - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000015,KTA,06-23-2023,ஞாயிறு - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000016,KTA,06-29-2023,சனிக்கிழமை - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000017,KTA,06-30-2023,ஞாயிறு - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000018,KTA,07-06-2023,சனிக்கிழமை - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000019,KTA,07-07-2023,ஞாயிறு - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000020,KTA,07-13-2023,சனிக்கிழமை - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000021,KTA,07-14-2023,ஞாயிறு - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000022,KTA,07-20-2023,சனிக்கிழமை - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000023,KTA,07-21-2023,ஞாயிறு - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000024,KTA,07-27-2023,சனிக்கிழமை - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000025,KTA,07-28-2023,ஞாயிறு - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000026,KTA,08-03-2023,சனிக்கிழமை - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000027,KTA,08-04-2023,ஞாயிறு - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000028,KTA,08-10-2023,சனிக்கிழமை - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000029,KTA,08-11-2023,ஞாயிறு - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000030,KTA,08-17-2023,சனிக்கிழமை - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000031,KTA,08-18-2023,ஞாயிறு - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000032,KTA,08-24-2023,சனிக்கிழமை - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000033,KTA,08-25-2023,ஞாயிறு - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000034,KTA,08-31-2023,சனிக்கிழமை - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000035,KTA,09-01-2023,ஞாயிறு - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000036,KTA,09-07-2023,சனிக்கிழமை - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000037,KTA,09-08-2023,ஞாயிறு - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000038,KTA,09-14-2023,சனிக்கிழமை - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000039,KTA,09-15-2023,ஞாயிறு - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000040,KTA,09-21-2023,சனிக்கிழமை - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000041,KTA,09-22-2023,ஞாயிறு - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000042,KTA,09-28-2023,சனிக்கிழமை - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000043,KTA,09-29-2023,ஞாயிறு - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000044,KTA,10-05-2023,சனிக்கிழமை - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000045,KTA,10-06-2023,ஞாயிறு - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000046,KTA,10-12-2023,சனிக்கிழமை - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000047,KTA,10-13-2023,ஞாயிறு - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000048,KTA,10-19-2023,சனிக்கிழமை - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000049,KTA,10-20-2023,ஞாயிறு - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000050,KTA,10-26-2023,சனிக்கிழமை - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000051,KTA,10-27-2023,ஞாயிறு - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000052,KTA,11-02-2023,சனிக்கிழமை - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000053,KTA,11-03-2023,ஞாயிறு - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000054,KTA,11-09-2023,சனிக்கிழமை - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000055,KTA,11-10-2023,ஞாயிறு - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000056,KTA,11-16-2023,சனிக்கிழமை - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000057,KTA,11-17-2023,ஞாயிறு - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000058,KTA,11-23-2023,சனிக்கிழமை - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000059,KTA,11-24-2023,ஞாயிறு - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000060,KTA,11-30-2023,சனிக்கிழமை - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000061,KTA,12-01-2023,ஞாயிறு - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000062,KTA,12-07-2023,சனிக்கிழமை - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000063,KTA,12-08-2023,ஞாயிறு - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000064,KTA,12-14-2023,சனிக்கிழமை - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000065,KTA,12-15-2023,ஞாயிறு - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000066,KTA,12-21-2023,சனிக்கிழமை - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000067,KTA,12-22-2023,ஞாயிறு - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000068,KTA,12-28-2023,சனிக்கிழமை - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000069,KTA,12-29-2023,ஞாயிறு - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000014,RBT,06-22-2023,சனிக்கிழமை - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000015,RBT,06-23-2023,ஞாயிறு - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000016,RBT,06-29-2023,சனிக்கிழமை - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000017,RBT,06-30-2023,ஞாயிறு - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000018,RBT,07-06-2023,சனிக்கிழமை - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000019,RBT,07-07-2023,ஞாயிறு - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000020,RBT,07-13-2023,சனிக்கிழமை - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000021,RBT,07-14-2023,ஞாயிறு - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000022,RBT,07-20-2023,சனிக்கிழமை - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000023,RBT,07-21-2023,ஞாயிறு - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000024,RBT,07-27-2023,சனிக்கிழமை - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000025,RBT,07-28-2023,ஞாயிறு - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000026,RBT,08-03-2023,சனிக்கிழமை - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000027,RBT,08-04-2023,ஞாயிறு - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000028,RBT,08-10-2023,சனிக்கிழமை - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000029,RBT,08-11-2023,ஞாயிறு - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000030,RBT,08-17-2023,சனிக்கிழமை - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000031,RBT,08-18-2023,ஞாயிறு - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000032,RBT,08-24-2023,சனிக்கிழமை - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000033,RBT,08-25-2023,ஞாயிறு - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000034,RBT,08-31-2023,சனிக்கிழமை - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000035,RBT,09-01-2023,ஞாயிறு - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000036,RBT,09-07-2023,சனிக்கிழமை - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000037,RBT,09-08-2023,ஞாயிறு - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000038,RBT,09-14-2023,சனிக்கிழமை - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000039,RBT,09-15-2023,ஞாயிறு - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000040,RBT,09-21-2023,சனிக்கிழமை - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000041,RBT,09-22-2023,ஞாயிறு - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000042,RBT,09-28-2023,சனிக்கிழமை - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000043,RBT,09-29-2023,ஞாயிறு - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000044,RBT,10-05-2023,சனிக்கிழமை - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000045,RBT,10-06-2023,ஞாயிறு - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000046,RBT,10-12-2023,சனிக்கிழமை - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000047,RBT,10-13-2023,ஞாயிறு - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000048,RBT,10-19-2023,சனிக்கிழமை - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000049,RBT,10-20-2023,ஞாயிறு - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000050,RBT,10-26-2023,சனிக்கிழமை - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000051,RBT,10-27-2023,ஞாயிறு - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000052,RBT,11-02-2023,சனிக்கிழமை - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000053,RBT,11-03-2023,ஞாயிறு - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000054,RBT,11-09-2023,சனிக்கிழமை - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000055,RBT,11-10-2023,ஞாயிறு - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000056,RBT,11-16-2023,சனிக்கிழமை - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000057,RBT,11-17-2023,ஞாயிறு - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000058,RBT,11-23-2023,சனிக்கிழமை - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000059,RBT,11-24-2023,ஞாயிறு - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000060,RBT,11-30-2023,சனிக்கிழமை - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000061,RBT,12-01-2023,ஞாயிறு - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000062,RBT,12-07-2023,சனிக்கிழமை - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000063,RBT,12-08-2023,ஞாயிறு - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000064,RBT,12-14-2023,சனிக்கிழமை - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000065,RBT,12-15-2023,ஞாயிறு - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000066,RBT,12-21-2023,சனிக்கிழமை - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000067,RBT,12-22-2023,ஞாயிறு - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000068,RBT,12-28-2023,சனிக்கிழமை - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000069,RBT,12-29-2023,ஞாயிறு - வீக்எண்ட்,வீக்எண்ட்,tam,TRUE,superadmin,now()
2000001,KTA,01-01-2023,ಹೊಸ ವರುಷದ ದಿನ,ರಾಷ್ಟ್ರೀಯ ರಜೆ,kan,TRUE,superadmin,now()
2000002,KTA,01-11-2023,ಸ್ವಾತಂತ್ರ್ಯ ಮ್ಯಾನಿಫೆಸ್ಟೊ ಆಫ್ ವಾರ್ಷಿಕೋತ್ಸವ,ರಾಷ್ಟ್ರೀಯ ರಜೆ,kan,TRUE,superadmin,now()
2000003,KTA,05-01-2023,ಲೇಬರ್ ಡೇ / ಮೇ ಡೇ,ರಾಷ್ಟ್ರೀಯ ರಜೆ,kan,TRUE,superadmin,now()
2000004,KTA,06-05-2023,ಈದ್ ಅಲ್-ಫಿತ್ರ್,ರಾಷ್ಟ್ರೀಯ ರಜೆ,kan,TRUE,superadmin,now()
2000005,KTA,07-30-2023,ಸಿಂಹಾಸನ ಹಬ್ಬದಂದು,ರಾಷ್ಟ್ರೀಯ ರಜೆ,kan,TRUE,superadmin,now()
2000006,KTA,08-12-2023,ಈದ್ ಅಲ್- Adha,ರಾಷ್ಟ್ರೀಯ ರಜೆ,kan,TRUE,superadmin,now()
2000007,KTA,08-14-2023,ರಿಕವರಿ ಔದ್ ಎಡ್ ದಹಾಬ್ ಸ್ಮಾರಕ ವಾರ್ಷಿಕ,ರಾಷ್ಟ್ರೀಯ ರಜೆ,kan,TRUE,superadmin,now()
2000008,KTA,08-20-2023,ಕಿಂಗ್ ಮತ್ತು ಜನತೆಯ ಕ್ರಾಂತಿಯ ವಾರ್ಷಿಕೋತ್ಸವ,ರಾಷ್ಟ್ರೀಯ ರಜೆ,kan,TRUE,superadmin,now()
2000009,KTA,08-21-2023,ಯುವ ದಿನ,ರಾಷ್ಟ್ರೀಯ ರಜೆ,kan,TRUE,superadmin,now()
2000010,KTA,09-01-2023,ಹಿಜ್ರಾ ಹೊಸ ವರ್ಷದ,ರಾಷ್ಟ್ರೀಯ ರಜೆ,kan,TRUE,superadmin,now()
2000011,KTA,11-06-2023,ಹಸಿರು ಮಾರ್ಚ್ ವಾರ್ಷಿಕೋತ್ಸವ,ರಾಷ್ಟ್ರೀಯ ರಜೆ,kan,TRUE,superadmin,now()
2000012,KTA,11-10-2023,ಪ್ರವಾದಿ ಮುಹಮ್ಮದ್ರ ಜನ್ಮದಿನ,ರಾಷ್ಟ್ರೀಯ ರಜೆ,kan,TRUE,superadmin,now()
2000013,KTA,11-18-2023,ಸ್ವಾತಂತ್ರ್ಯ ದಿನ,ರಾಷ್ಟ್ರೀಯ ರಜೆ,kan,TRUE,superadmin,now()
2000001,RBT,01-01-2023,ಹೊಸ ವರುಷದ ದಿನ,ರಾಷ್ಟ್ರೀಯ ರಜೆ,kan,TRUE,superadmin,now()
2000002,RBT,01-11-2023,ಸ್ವಾತಂತ್ರ್ಯ ಮ್ಯಾನಿಫೆಸ್ಟೊ ಆಫ್ ವಾರ್ಷಿಕೋತ್ಸವ,ರಾಷ್ಟ್ರೀಯ ರಜೆ,kan,TRUE,superadmin,now()
2000003,RBT,05-01-2023,ಲೇಬರ್ ಡೇ / ಮೇ ಡೇ,ರಾಷ್ಟ್ರೀಯ ರಜೆ,kan,TRUE,superadmin,now()
2000004,RBT,06-05-2023,ಈದ್ ಅಲ್-ಫಿತ್ರ್,ರಾಷ್ಟ್ರೀಯ ರಜೆ,kan,TRUE,superadmin,now()
2000005,RBT,07-30-2023,ಸಿಂಹಾಸನ ಹಬ್ಬದಂದು,ರಾಷ್ಟ್ರೀಯ ರಜೆ,kan,TRUE,superadmin,now()
2000006,RBT,08-12-2023,ಈದ್ ಅಲ್- Adha,ರಾಷ್ಟ್ರೀಯ ರಜೆ,kan,TRUE,superadmin,now()
2000007,RBT,08-14-2023,ರಿಕವರಿ ಔದ್ ಎಡ್ ದಹಾಬ್ ಸ್ಮಾರಕ ವಾರ್ಷಿಕ,ರಾಷ್ಟ್ರೀಯ ರಜೆ,kan,TRUE,superadmin,now()
2000008,RBT,08-20-2023,ಕಿಂಗ್ ಮತ್ತು ಜನತೆಯ ಕ್ರಾಂತಿಯ ವಾರ್ಷಿಕೋತ್ಸವ,ರಾಷ್ಟ್ರೀಯ ರಜೆ,kan,TRUE,superadmin,now()
2000010,RBT,09-01-2023,ಹಿಜ್ರಾ ಹೊಸ ವರ್ಷದ,ರಾಷ್ಟ್ರೀಯ ರಜೆ,kan,TRUE,superadmin,now()
2000012,RBT,11-10-2023,ಪ್ರವಾದಿ ಮುಹಮ್ಮದ್ರ ಜನ್ಮದಿನ,ರಾಷ್ಟ್ರೀಯ ರಜೆ,kan,TRUE,superadmin,now()
2000013,RBT,11-18-2023,ಸ್ವಾತಂತ್ರ್ಯ ದಿನ,ರಾಷ್ಟ್ರೀಯ ರಜೆ,kan,TRUE,superadmin,now()
2000014,KTA,06-22-2023,ಶನಿವಾರ - ವೀಕೆಂಡ್,ವೀಕೆಂಡ್,kan,TRUE,superadmin,now()
2000015,KTA,06-23-2023,ಭಾನುವಾರ - ವೀಕೆಂಡ್,ವೀಕೆಂಡ್,kan,TRUE,superadmin,now()
2000016,KTA,06-29-2023,ಶನಿವಾರ - ವೀಕೆಂಡ್,ವೀಕೆಂಡ್,kan,TRUE,superadmin,now()
2000017,KTA,06-30-2023,ಭಾನುವಾರ - ವೀಕೆಂಡ್,ವೀಕೆಂಡ್,kan,TRUE,superadmin,now()
2000018,KTA,07-06-2023,ಶನಿವಾರ - ವೀಕೆಂಡ್,ವೀಕೆಂಡ್,kan,TRUE,superadmin,now()
2000019,KTA,07-07-2023,ಭಾನುವಾರ - ವೀಕೆಂಡ್,ವೀಕೆಂಡ್,kan,TRUE,superadmin,now()
2000020,KTA,07-13-2023,ಶನಿವಾರ - ವೀಕೆಂಡ್,ವೀಕೆಂಡ್,kan,TRUE,superadmin,now()
2000021,KTA,07-14-2023,ಭಾನುವಾರ - ವೀಕೆಂಡ್,ವೀಕೆಂಡ್,kan,TRUE,superadmin,now()
2000022,KTA,07-20-2023,ಶನಿವಾರ - ವೀಕೆಂಡ್,ವೀಕೆಂಡ್,kan,TRUE,superadmin,now()
2000023,KTA,07-21-2023,ಭಾನುವಾರ - ವೀಕೆಂಡ್,ವೀಕೆಂಡ್,kan,TRUE,superadmin,now()
2000024,KTA,07-27-2023,ಶನಿವಾರ - ವೀಕೆಂಡ್,ವೀಕೆಂಡ್,kan,TRUE,superadmin,now()
2000025,KTA,07-28-2023,ಭಾನುವಾರ - ವೀಕೆಂಡ್,ವೀಕೆಂಡ್,kan,TRUE,superadmin,now()
2000026,KTA,08-03-2023,ಶನಿವಾರ - ವೀಕೆಂಡ್,ವೀಕೆಂಡ್,kan,TRUE,superadmin,now()
2000027,KTA,08-04-2023,ಭಾನುವಾರ - ವೀಕೆಂಡ್,ವೀಕೆಂಡ್,kan,TRUE,superadmin,now()
2000028,KTA,08-10-2023,ಶನಿವಾರ - ವೀಕೆಂಡ್,ವೀಕೆಂಡ್,kan,TRUE,superadmin,now()
2000029,KTA,08-11-2023,ಭಾನುವಾರ - ವೀಕೆಂಡ್,ವೀಕೆಂಡ್,kan,TRUE,superadmin,now()
2000030,KTA,08-17-2023,ಶನಿವಾರ - ವೀಕೆಂಡ್,ವೀಕೆಂಡ್,kan,TRUE,superadmin,now()
2000031,KTA,08-18-2023,ಭಾನುವಾರ - ವೀಕೆಂಡ್,ವೀಕೆಂಡ್,kan,TRUE,superadmin,now()
2000032,KTA,08-24-2023,ಶನಿವಾರ - ವೀಕೆಂಡ್,ವೀಕೆಂಡ್,kan,TRUE,superadmin,now()
2000033,KTA,08-25-2023,ಭಾನುವಾರ - ವೀಕೆಂಡ್,ವೀಕೆಂಡ್,kan,TRUE,superadmin,now()
